#arXiv:1303.0737 or HEP data: https://www.hepdata.net/record/ins1222333
# cent_low cent_high cent_mid pt_low pt_high pt_mid val_pi+ val_pi- stat sys 
0 5 0.1 0.12 1543.0 1504.0
0 5 0.12 0.14 1404.0 1366.0
0 5 0.14 0.16 1258.0 1230.0
0 5 0.16 0.18 1125.0 1104.0

